Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Código: F-147-LIME,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
Trasplantes GICIG,Termohigrómetro,LIME 573,BIO-16913,13-994,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Halthen,TTH-004,31912,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,2023-11-21 00:00:00,UT LIME,NI,900.355.024-5,Equipos y Laboratorios,Si,,Compra,Factura,FE12149,242603,SI,,SI (Ficha técnica), ,SI,,,,No,,Si,1,Temperatura / Humedad,"Temperatura Indoor 0 °C ~ 50 °C
Temperatura Outdoor -50 °C ~ 70 °C
Humedad relativa 15% ~ 95%","Temperatura 0,1 °C
Humedad relativa 1%",,,"Bateria: 1 x Triple AAA 1,5 V",,,,108x100x21 mm,,
Trasplantes GICIG,Timer,LIME 555,BIO-16914,14-053,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",KNS,04404366,NI,Extensión,BIO,,ACTA No. 03 Abril 10 de 2013 ,,2023-10-17 00:00:00,UT LIME,NI,811.026.9569-0,MR Y CIA S.A.S,Si,,Compra,Factura,MRE 18503,85680,SI,,SI (ING),,SI,,,,No,,Si,1,Tiempo,1 s - 99h:59m:59s,1 s,,,2 Baterias LR44,,,0 - 40 °C,,,
Trasplantes GICIG,Timer,LIME 556,BIO-16915,14-053,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",KNS,04404366,NI,Extensión,BIO,,ACTA No. 03 Abril 10 de 2013 ,,2023-10-17 00:00:00,UT LIME,NI,811.026.9569-0,MR Y CIA S.A.S,Si,,Compra,Factura,MRE 18503,85680,SI,,SI (ING),,SI,,,,No,,Si,1,Tiempo,1 s - 99h:59m:59s,1 s,,,2 Baterias LR44,,,0 - 40 °C,,,
Trasplantes GICIG,Timer,LIME 557,BIO-17226,14-053,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",KNS,04404366,NI,Extensión,BIO,,ACTA No. 03 Abril 10 de 2013 ,,2023-10-17 00:00:00,UT LIME,NI,811.026.9569-0,MR Y CIA S.A.S,Si,,Compra,Factura,MRE 18503,85680,SI,,SI (ING),,SI,,,,No,,Si,1,Tiempo,1 s - 99h:59m:59s,1 s,,,2 Baterias LR44,,,0 - 40 °C,,,
Trasplantes GICIG,Microscopio invertido de fluorecencia,LIME 581,Pendiente,NI,Mauricio Rojas,"SIU - Laboratorio trasplantes - Torre 1, Lab 510",Thermo Scientific,EVOS M5000,H1823-225F-0530,Investigación,,Clase I,CERTIFICACIÓN No Requiere No. 2022000499,10 años,"Entrega e instalación 18/12/2023
Factura 19/12/2023",UT LIME,2023,900.355.024-5,Equipos y laboratorio,Si,18/12/02024,Compra,Factura,FE12435,266667993,SI,,,,,,,,Si,1,No,,,,,,,110 VAC,2 A,0-90 %HR,4 - 32 °C,"45,72 x 45,72 x 58,42 cm
(largo x ancho x alto) ","22,68 kg","Frecuencia 50 - 60 Hz
Potencia 611 VA"
Trasplantes GICIG,Regulador de voltaje,137874 / 008801,Pendiente,No tiene,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",IPL,NI,K6845,Extensión,IND,,,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,110 VAC,,,,,,"Capacidad 1,5 KVA"
Trasplantes GICIG,Regulador de voltaje,008824,Pendiente,No tiene,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",IPL,NI,NI,Extensión,IND,,,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 608,BIO-17227,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,Pipetman L P100L,QM71285,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2024-06-26 00:00:00,UT LIME,NI,811.026.956-0,MR Y CIA S.A.S,Si,2025-06-26 00:00:00,Compra,Factura,MRE 19820,1844500,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,10 - 100 uL,"0,2 uL",NI,NI,,,,,,,
Trasplantes GICIG,Micropipeta,LIME 609,BIO-17228,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,Pipetman G P100G,TD51326,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2024-06-26 00:00:00,UT LIME,NI,811.026.956-0,MR Y CIA S.A.S,Si,2025-06-26 00:00:00,Compra,Factura,MRE 19820,1844500,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,10 - 100 uL,"0,2 uL",NI,NI,,,,,,,
Trasplantes GICIG,Propipeteador,LIME 594,BIO-17229,15-663,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Thermo Scientific,S1 PIPET FILLER,328132,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2024-03-15 00:00:00,UT LIME,NI,900.355.024-5,Equipos y laboratorio,Si,2025-03-15 00:00:00,Compra,Factura,FE12931,3492650,SI,,SI (ING),,SI,,,,Si,1,No,,Volumen,NI,NI,NI,,"Entrada adaptador: 100 VAC
Salida adaptador: 6 VDC","Entrada adaptador: 0,2 - 0,6 A
Salida adaptador: máx. 0,6 A",10 - 95 %HR,10 - 35 °C,NI,NI,NI
Trasplantes GICIG,Minicentrifuga,LIME 593,BIO-17230,NI,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Thermo Scientific,mySPIN 6,HSG34085,Extensión,BIO,Clase I,No es considerado dispositivo médico,,2024-05-25 00:00:00,UT LIME,NI,860.072.122-9,GyG Sucesores S.A.S,Si,2025-05-25 00:00:00,Compra,Factura,FEG3293,3139100,SI,SI,SI  ,NR,SI (Proveedor),,SI,NR,No,,No,,Velocidad,Máx. 6000 rpm,NI,Todo el rango,,"Entrada adaptador: 100 - 240 VAC
Salida adaptador: 12 VDC","Entrada adaptador: 0,8 A
Salida adaptador: 0,6 A",80% para temperaturas de hasta 31 °C que disminuye en forma lineal hasta una humedad relativa del 50% a 40 °C,2 - 40 °C,153 x 128 x 104 mm (largo x ancho x alto),"0,86 kg","Potencia 7,3 W"
Trasplantes GICIG,Micropipeta,LIME 598,Pendiente,15-166,Mauricio Rojas,"SIU - Laboratorio trasplantes - Torre 1, Lab 510",Gilson,Pipetman G P200G,SK50992,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2024-04-16 00:00:00,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE 2927,,,,,,,,,,Si,1,Si,1,Volumen,50 - 200 uL,,,,,,,,,,
Trasplantes GICIG,Agitador Vortex,LIME 618,BIO-17231,15-651,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Boeco,Vortex V-1 plus,01020323051314,Extensión,BIO,,ACTA No. 03 Abril 10 de 2013 ,3 años,Factura 10/07/2024,UT LIME,NI,811.026.956-0,MR Y CIA S.A.S,Si,2025-07-09 00:00:00,Compra,Factura,MRE 19903,1606500,SI,SI,,,SI,,,Anual,Si,1,No,,Velocidad,750 - 3000 rpm,NI,NI,,"Entrada al adaptador: 120 VAC
Salida adaptador: 12 VDC",320  mA,NI,NI,90 x 150 x 80 mm,"0,8 kg ",NI
Trasplantes GICIG,Agitador Vortex,LIME 619,BIO-17232,15-651,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Corning,LSE Vortex mixer W,000022122027,Extensión,BIO,,ACTA No. 03 Abril 10 de 2013 ,3 años,Factura 10/07/2024,UT LIME,NI,811.026.956-0,MR Y CIA S.A.S,Si,2025-07-09 00:00:00,Compra,Factura,MRE 19903,1606500,SI,SI,SI (ING),,SI,,,Anual,Si,1,No,,Velocidad,200 - 3400 rpm,NI,NI,,120 VAC,"0,6 A ",Máx. 80 %HR hasta 31°C,4 - 65 °C,NI,"2,5 Kg",Frecuencia 60 Hz
Trasplantes GICIG,Agitador Vortex,LIME 617,BIO-17233,15-651,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Boeco,Vortex V-1 plus,01020323051292,Extensión,BIO,,ACTA No. 03 Abril 10 de 2013 ,3 años,Factura 16/07/2024,UT LIME,NI,811.026.956-0,MR Y CIA S.A.S,Si,2025-07-16 00:00:00,Compra,Factura,MRE 19924,1606500,SI,SI,,,SI,,,Anual,Si,1,No,,Velocidad,750 - 3000 rpm,NI,NI,,"Entrada al adaptador: 120 VAC
Salida adaptador: 12 VDC",320  mA,NI,NI,90 x 150 x 80 mm,"0,8 kg ",NI
Trasplantes GICIG,Micropipeta,LIME 518,Pendiente,15-166,Mauricio Rojas,"SIU - Laboratorio trasplantes - Torre 1, Lab 510",Gilson,Pipetman ,,Investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UT LIME,,,,,,,,,,,,,,,,,,Si,1,Si,1,Volumen,50 - 200 uL,,,,,,,,,,
Trasplantes GICIG,Mini Refrigerador,LIME 576,Pendiente,,Juan Jose Serrano ,Portería Vehicular SIU,huken,MK-F-4BLACK,551,Extensión,IND,,,,2023-12-01 00:00:00,UT LIME,,,Olimpica,,,Compra,Factura,A-2797,250900,,,,,,,,,Si,1,No,,Temperatura,2 - 8 °C,,,,,,,,,,
Trasplantes GICIG,Micropipeta 10 uL,LIME 638,BIO-17235,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,P10G,TC56281,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,Factura 13/12/2024,UT LIME,NI,811.026.956-0,MR y Cia S.A.S.,Si,2025-12-13 00:00:00,Compra,Factura,MRE 20873,1963500,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,1 - 10 ul,"0,02 uL",1 - 10 ul,NI,,,,,,,
Trasplantes GICIG,Micropipeta 100 uL,LIME 639,BIO-17236,15-166,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,P100G,QM71278,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,Factura 13/12/2024,UT LIME,NI,811.026.956-0,MR y Cia S.A.S.,Si,2025-12-13 00:00:00,Compra,Factura,MRE 20873,1963500,SI,,SI (ING),,SI,,,,Si,1,Si,1,Volumen,10 - 100 uL,"0,2 uL",10 - 100 uL,NI,,,,,,,
Trasplantes GICIG,Cabina de bioseguridad,,Pendiente,,Juan Jose Serrano ,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",C4,FLC 85,3419-08,Extensión,BIO,,No requiere ,,"Fecha de compra 01/10/2019
Año de donación 2024",UdeA,NI,811.033.098-5,Importecnical S.A.S,No,,Donación,"Listado de beneficiarios ( donado por Grupo de investigación Universidad de Antioquia: Impacto de los componentes alimentarios de la salud ICAS)
Factura",IMO 24624,16019780,SI,Fabricación nacional,SI,,SI,SI,,Semestral,Si,1,Si,1 (calificación),,,,,,110 VAC,NI,NI,15 - 45 °C,"89 x 77,6 x 132,5 cm
(ancho x profundo x alto)",183 kg,NI
Trasplantes GICIG,Termohigrómetro,LIME 043,BIO-17248,13-994,Sara Ochoa Soto,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Halthen,TTH-002,31105,Extensión,BIO,Clase I,ACTA No. 03 Abril 10 de 2013 ,,2023-06-14 00:00:00,UT LIME,NI,900.355.024-5,Equipos y laboratorio,,,Compra,Factura,FE11037,276080,SI,SI,SI (Ficha técnica),,SI,,,,No,,Si,1,Temperatura / Humedad,"Temperatura Indoor 0 °C ~ 50 °C
Temperatura Outdoor -50 °C ~ 70 °C
Humedad relativa 15% ~ 95%","Temperatura 0,1 °C
Humedad relativa 1%",,,"Bateria: 1 x Triple AAA 1,5 V",,,,108x100x21 mm,,
Trasplantes GICIG,Pipeta multiple,Pendiente,Pendiente,15-166,Juan Jose Serrano,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Hamilton,1705 Terasaki Dispenser,NI,Extensión,BIO,,No es considerado dispositivo médico,,Factura 24/01/2023,UT LIME,NI,830145062,TECNOLOGIAS GENETICAS LIMITADA,No,,Compra,Factura,FVTF319,5652500,SI,,,,,,,,Si,1,No,,Volumen,50 uL,NI,NI,NI,,,,,,,
Trasplantes GICIG,Pipeta multiple,Pendiente,Pendiente,15-166,Juan Jose Serrano,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Hamilton,1725 Terasaki Dispenser,NI,Extensión,BIO,,No es considerado dispositivo médico,,Factura 24/01/2023,UT LIME,NI,830145062,TECNOLOGIAS GENETICAS LIMITADA,No,,Compra,Factura,FVTF319,4867100,SI,,,,,,,,Si,1,No,,Volumen,250 uL,NI,NI,NI,,,,,,,
Trasplantes GICIG,Congelador,111393,Pendiente,15-583,Juan Jose Serrano / Gloria Vasquez,"SIU, 5to piso, Laboratorio equipos grandes",Indufrial,TP1415YS,168687,Extensión,IND,,Antes de 2007,,05/2003,UdeA,2003-05-16 00:00:00,890.912.962-3,Electrobello,No,,Compra,Hoja de vida anterior,NI,,SI,,,,,,,,Si,1,Si,1 (calificación),Temperatura,NI,NI,T -15 A -25 °C,NI,115 VAC,"4,40 A",NI,NI,NI,NI,Frecuencia 60 Hz 
Trasplantes GICIG,Congelador,34464,Pendiente,15-583,Juan Jose Serrano / Luis Fernando García,"SIU, 5to piso, Laboratorio equipos grandes",NI ,NI,NI,Extensión,IND,,Antes de 2007,,NI,UdeA,NI,NI,NI,No,,NI,NI,NI,,SI,,,,,,,,Si,1,Si,1 (calificación),Temperatura,NI,NI,NI,NI,120 VAC,NI,NI,NI,NI,NI,NI
Trasplantes GICIG,Micropipeta,LIME 654,Pendiente,15-166,Juan Jose Serrano,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 20,SM54204,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,Factura 18/03/2025 Entregado 02/04/2025,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE3692,2277000,,,,,,,,,Si,1,Si,1,Volumen,2 - 20 uL,"0,02 uL",2 - 20 uL,NI,NI,NI,NI,NI,NI,NI,NI
Trasplantes GICIG,Micropipeta,LIME 655,Pendiente,15-166,Juan Jose Serrano,"SIU - Laboratorio trasplantes - Torre 1, Lab 410",Gilson,pipetman G 20,SM54234,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,Factura 18/03/2025 Entregado 02/04/2025,UT LIME,NI,804.003.222-9,PROVEO S.A.S,Si,,Compra,Factura,FE3692,2277000,,,,,,,,,Si,1,Si,1,Volumen,2 - 20 uL,"0,02 uL",2 - 20 uL,NI,NI,NI,NI,NI,NI,NI,NI
